Compound,Date,Negative,Neutral,News Organization,Positive,Tweet Text,Tweets Ago
0.4939,2018-06-09 20:47:39+00:00,0.0,0.775,FoxNews,0.225,"Moments ago, President @realDonaldTrump praised the prime minister of Italy, @GiuseppeConteIT. https://t.co/xR842BvOcu",43
0.0,2018-06-09 20:43:46+00:00,0.0,1.0,FoxNews,0.0,".@conservmillen on G7 summit: ""Our GDP is bigger than all of theirs combined and they do need us more than we need… https://t.co/6zOc7YyliG",44
0.891,2018-06-09 20:42:54+00:00,0.0,0.602,FoxNews,0.398,".@kayleighmcenany: ""@FLOTUS has the trust and the love of the American people - she has a 57% approval rating. Mean… https://t.co/hoWeWMNEQX",45
0.3612,2018-06-09 20:35:30+00:00,0.0,0.839,FoxNews,0.161,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/PK8qw7lxvW,46
0.0,2018-06-09 20:34:17+00:00,0.0,1.0,FoxNews,0.0,RT @EricShawnTV: I anchor @FoxNews starting at 5 pm EDT with @ArthelNeville: What @POTUS @realDonaldTrump should say to Kim Jong-un. @MIT's…,47
-0.6486,2018-06-09 20:12:00+00:00,0.35,0.65,FoxNews,0.0,Eunice Gayson first-ever Bond Girl dead at 90 https://t.co/BzfcRHNxu8,48
0.0,2018-06-09 20:07:00+00:00,0.0,1.0,FoxNews,0.0,"At his press briefing today, President @realDonaldTrump slammed his presidential predecessor for ""allow[ing] Russia… https://t.co/BpMwYh65k5",49
0.0,2018-06-09 20:01:00+00:00,0.0,1.0,FoxNews,0.0,OPINION: Newest Mars discovery tells us something miraculous about Earth https://t.co/mcATE1PRIl,50
-0.2584,2018-06-09 19:55:00+00:00,0.113,0.887,FoxNews,0.0,.@realDonaldTrump doubles down on calls to include Russia in G-7: 'We're not looking to play games' https://t.co/nob4MbUZWM,51
0.0,2018-06-09 19:49:00+00:00,0.247,0.562,FoxNews,0.191,.@seanhannity Praises Trump's Tough NoKo Action After 'Weak and Feckless' Obama Leadership   https://t.co/Q2Uj18acfS,52
-0.4939,2018-06-09 19:42:46+00:00,0.186,0.814,FoxNews,0.0,Veteran claims his stolen Facebook photos were used to catfish 30 women during deployment https://t.co/YAuENcd5SL,53
0.6249,2018-06-09 19:37:46+00:00,0.073,0.688,FoxNews,0.239,".@marykissel: ""A success in Singapore would be to get the [Kim] regime to commit to complete, irreversible and veri… https://t.co/R3KDjQXhmU",54
-0.1531,2018-06-09 19:29:00+00:00,0.103,0.897,FoxNews,0.0,SUNDAY: Don’t miss @FoxNewsSunday from Singapore ahead of President @realDonaldTrump’s historic meeting with North… https://t.co/tyhBYdJ4jm,55
0.3182,2018-06-09 19:21:16+00:00,0.0,0.905,FoxNews,0.095,"David Rivkin on @POTUS' power to self pardon: ""To say the president is above the law begs the question of what the… https://t.co/mgJPUNXWcz",56
0.1655,2018-06-09 19:16:27+00:00,0.0,0.93,FoxNews,0.07,".@POTUS: ""I do have an absolute right to pardon myself, but I'll never have to do it because I didn't do anything w… https://t.co/bOUqiZ0R50",57
0.3612,2018-06-09 19:10:00+00:00,0.0,0.737,FoxNews,0.263,Holocaust survivor who consoled Anne Frank dies https://t.co/mw0VdtPNgI,58
-0.6249,2018-06-09 19:02:20+00:00,0.255,0.745,FoxNews,0.0,".@SeanHannity: ""President @BarackObama left Trump with unfettered international disaster after disaster."" #Hannity https://t.co/0lJuEwysLF",59
-0.4215,2018-06-09 18:56:32+00:00,0.322,0.495,FoxNews,0.183,Republicans may have won the optics war on Congress' summer recess fight https://t.co/b1wIL2Onb0,60
-0.4767,2018-06-09 18:46:34+00:00,0.162,0.838,FoxNews,0.0,"President @realDonaldTrump: ""Who are you with out of curiosity?""

Reporter: ""CNN.""

@POTUS: ""I figured - Fake News… https://t.co/yXZpAqd07M",61
-0.1531,2018-06-09 18:39:20+00:00,0.103,0.897,FoxNews,0.0,"'Jersey Shore' star Mike 'The Situation' Sorrentino will face tax evasion sentencing this fall
https://t.co/Hnfrd4ZLLb",62
-0.296,2018-06-09 18:36:00+00:00,0.104,0.896,FoxNews,0.0,"At his press briefing, President @realDonaldTrump said that the U.S. would no longer be a piggy bank robbed by othe… https://t.co/WAwm8Fld4P",63
0.3612,2018-06-09 18:34:04+00:00,0.0,0.848,FoxNews,0.152,Trump says US is like a 'piggy bank that everybody is robbing' on trade https://t.co/iAdue9Nmav https://t.co/ew7uxi8JFW,64
-0.7906,2018-06-09 18:27:42+00:00,0.438,0.562,FoxNews,0.0,Texas border patrol agents find 6 illegal immigrants trapped inside cabinets https://t.co/r5ANi7t94m,65
0.0,2018-06-09 18:20:08+00:00,0.0,1.0,FoxNews,0.0,SUNDAY: @BretBaier is live in Singapore ahead of President @realDonaldTrump’s historic summit with North Korean lea… https://t.co/Z9gEu1Zqo2,66
0.1027,2018-06-09 18:19:00+00:00,0.096,0.789,FoxNews,0.114,".@RepMcSally: ""@POTUS has made it clear that we will not tolerate them having a nuclear weapon that can hold a U.S.… https://t.co/Z9kwm68cBa",67
-0.5302,2018-06-09 18:16:48+00:00,0.181,0.819,FoxNews,0.0,".@GrecianFormula on NK summit: ""My fear here is, I do not want [@POTUS] to give Kim Jong Un that handshake that wil… https://t.co/2BcF4gR3s9",68
0.5859,2018-06-09 18:14:09+00:00,0.0,0.648,FoxNews,0.352,.@MittRomney predicts a @realDonaldTrump win in 2020. https://t.co/FtXsikIvlB https://t.co/W2EHQ9eAw5,69
-0.6249,2018-06-09 18:03:13+00:00,0.362,0.638,FoxNews,0.0,"Florida Revokes Hundreds of Gun Permits After Background Check Error
https://t.co/4RteHthrjk",70
0.4939,2018-06-09 17:58:00+00:00,0.0,0.814,FoxNews,0.186,"On @foxandfriends, @RCamposDuffy praised @FLOTUS Melania Trump in the wake of constant media scrutiny.… https://t.co/t4wxgWO0Qz",71
0.3612,2018-06-09 17:55:11+00:00,0.0,0.884,FoxNews,0.116,".@kimguilfoyle on NK summit: ""With somebody like @POTUS who thinks out of the box...everything is on the table [unt… https://t.co/uFk6mAOEmC",72
0.4767,2018-06-09 17:46:52+00:00,0.0,0.819,FoxNews,0.181,"Mike Kerrigan: I thought I had enough friends, then a stranger did this on my flight home https://t.co/xZNBnn26ZS",73
0.0,2018-06-09 17:36:01+00:00,0.0,1.0,FoxNews,0.0,.@replouiegohmert Slams Russia Probe Spending: Mueller Has 'Absolutely Blown Taxpayer Dollars' https://t.co/Xe5BeKp6Cd,74
0.4404,2018-06-09 17:30:45+00:00,0.118,0.667,FoxNews,0.215,Love and leaks: Wolfe-Watkins latest couple to draw scrutiny for loose lips and tips https://t.co/E3h48prv3z,75
0.0,2018-06-09 17:26:00+00:00,0.0,1.0,FoxNews,0.0,Fox News Poll: Will North Korea give up nukes? https://t.co/3x4UVwUihL,76
-0.4404,2018-06-09 17:25:26+00:00,0.42,0.58,FoxNews,0.0,Border arrests spike. https://t.co/bxJVEDbIZi https://t.co/cGj9ea65Ui,77
0.0,2018-06-09 17:21:21+00:00,0.0,1.0,FoxNews,0.0,".@TheRealJohnHCox: ""@GavinNewsom is Exhibit A in craven politicians."" https://t.co/b6mIxZLEPQ",78
0.0,2018-06-09 17:15:07+00:00,0.0,1.0,FoxNews,0.0,Fox News Poll: Should @POTUS meet with North Korean leader Kim Jong Un? https://t.co/9QBv5OO5bg,79
0.0,2018-06-09 17:06:05+00:00,0.0,1.0,FoxNews,0.0,".@RCamposDuffy: ""Republicans and especially Republican women and Republican or conservative minorities have always… https://t.co/TcO81nMnJ7",80
-0.4588,2018-06-09 17:04:03+00:00,0.2,0.8,FoxNews,0.0,Home Depot employee in Florida allegedly attacked by shopper's pet spider monkey https://t.co/gvqJD9UaOB,81
0.1779,2018-06-09 17:01:29+00:00,0.135,0.677,FoxNews,0.188,"ABC apologizes for controversial ‘Quantico’ episode, defends star Priyanka Chopra https://t.co/4sh2B6JvhK",82
-0.5413,2018-06-09 16:55:48+00:00,0.163,0.837,FoxNews,0.0,".@replouiegohmert: ""Robert Mueller has done more damage during his 12 years as FBI Director than... probably all th… https://t.co/eZePn5ltKz",83
0.0,2018-06-09 16:55:00+00:00,0.0,1.0,FoxNews,0.0,".@RealDeanCain: ""I stand for the anthem. I would never kneel for the anthem."" https://t.co/XIXO0UeJmR",84
0.3612,2018-06-09 16:49:31+00:00,0.0,0.667,FoxNews,0.333,Do you agree with @SenSanders? https://t.co/jixhab3nlt,85
-0.1531,2018-06-09 16:39:04+00:00,0.082,0.918,FoxNews,0.0,"MONDAY: Don’t miss three hours of ‘America’s Newsroom’ with @BillHemmer and @SandraSmithFox, starting at 9a ET on F… https://t.co/A0OfAH4QPo",86
-0.8555,2018-06-09 16:34:08+00:00,0.54,0.46,FoxNews,0.0,"1,000 illegal immigrants bused to California federal prison for detention https://t.co/B3t12CUk1m",87
-0.4019,2018-06-09 16:30:20+00:00,0.184,0.816,FoxNews,0.0,"'Bring on the Recession': @billmaher 'Hoping' for Economic Crash to Oust Trump
https://t.co/fj8Q3obYkM",88
0.0,2018-06-09 16:21:00+00:00,0.0,1.0,FoxNews,0.0,Fox News Poll: 52% approve of President @realDonaldTrump's handling of the economy. https://t.co/qZrQ8Q503M https://t.co/mYX34Kjnhb,89
-0.5106,2018-06-09 16:16:30+00:00,0.231,0.769,FoxNews,0.0,"TSA searches 96-year-old woman in wheelchair in viral video, sparking outrage https://t.co/DP91w0qI1n",90
0.4767,2018-06-09 16:05:09+00:00,0.0,0.823,FoxNews,0.177,".@Lavarbigballer: ""If [@POTUS] invited me to his house, I would be like, 'Nah, man.' I'm not even going to invite h… https://t.co/BM4it6Nf6i",91
0.0,2018-06-09 16:02:00+00:00,0.0,1.0,FoxNews,0.0,.@billclinton defends @alfranken. https://t.co/L3DVQREUWO,92
-0.6705,2018-06-09 15:57:51+00:00,0.243,0.757,FoxNews,0.0,Virginia wildlife center takes in 2 black bear cubs after mother is killed by homeowner https://t.co/HxTW1LfisF,93
0.0,2018-06-09 15:56:56+00:00,0.0,1.0,FoxNews,0.0,"Reporter: ""Do you think Crimea should be recognized as Russia at this point?""

.@POTUS: ""You'd have to ask Presiden… https://t.co/F8G13HW2im",94
0.0,2018-06-09 15:54:17+00:00,0.0,1.0,FoxNews,0.0,Happening Now: @POTUS heads to Singapore for historic summit with North Korean leader Kim Jong Un. https://t.co/9pkRpmQhvs,95
0.0,2018-06-09 15:53:08+00:00,0.0,1.0,FoxNews,0.0,.@realDonaldTrump and Kim Jong Un impersonators arrive in Singapore. https://t.co/cQbfqorKAn,96
0.0,2018-06-09 15:48:40+00:00,0.0,1.0,FoxNews,0.0,SOON: @POTUS leaves Canada en route to North Korea summit in Singapore. https://t.co/2SKhjAnI5Q,97
0.0,2018-06-09 15:22:55+00:00,0.0,1.0,FoxNews,0.0,U.S. Markets - So far this year. https://t.co/mdnZRFcvfH,98
0.0,2018-06-09 15:15:56+00:00,0.0,1.0,FoxNews,0.0,"President @realDonaldTrump to CNN reporter: ""I would say that the level of relationship is a 10... You can tell tha… https://t.co/5CwLITcrnU",99
0.3612,2018-06-09 15:15:00+00:00,0.0,0.884,FoxNews,0.116,".@POTUS: ""Tariffs are going to come way down... We're like the piggy bank that everybody's robbing - and that ends."" https://t.co/1K8iuxEXhn",100
